label,concentration,asymmetry,smoothness,gini,m20
elliptical,1.1636249396083542,0.79696006,0.5558691,0.70022714,-0.7040385092654784
elliptical,1.0848551930796615,0.82695943,0.58270013,0.70995903,-0.7456642923795538
elliptical,1.0885669339354538,0.82529706,0.5760982,0.6991816,-0.69635576343679
elliptical,1.1431763630665934,0.80779344,0.56785715,0.70512336,-0.7084073915542867
elliptical,1.1766966323455432,0.8354734,0.57412785,0.7109655,-0.7617117734475787
elliptical,1.1064338765601356,0.8392257,0.56802595,0.70486546,-0.7043579806453493
elliptical,1.1426522319321073,0.8039599,0.5611686,0.7162637,-0.7240436094584538
elliptical,1.1254432747276153,0.81523776,0.5716548,0.7111032,-0.7397399066068404
elliptical,1.0741212857223439,0.8222898,0.5837685,0.69933033,-0.7012019242287971
elliptical,1.186200335910916,0.81108373,0.57722986,0.71228915,-0.7739914907360042
elliptical,1.0646906029717844,0.8201366,0.58121777,0.7074945,-0.7244388901843789
elliptical,1.1788820278494159,0.80645734,0.5722932,0.69355804,-0.7272847679836585
elliptical,1.0672168731076375,0.82145333,0.5736262,0.7115986,-0.7081688878367142
elliptical,1.011416675857084,0.8181132,0.57138413,0.69997233,-0.7205774001136789
spiral,1.632153805048465,0.8016923,0.54657865,0.6649103,-0.943943885865671
spiral,1.3944278826636458,0.8016353,0.5696886,0.6888032,-0.7913802413139519
spiral,1.5696562645489656,0.77916616,0.54591703,0.6664494,-0.8942972132915158
spiral,1.6020757617017467,0.7773596,0.5566634,0.67859197,-0.970886783594048
spiral,1.1751233301402881,0.8111746,0.5787759,0.698433,-0.7355694216174037
spiral,1.4084715511984436,0.7914627,0.5637331,0.6785738,-0.8276142101870662
spiral,2.056701540205702,0.76227516,0.53096604,0.66436267,-1.1369233154269722
spiral,1.3894908924050007,0.8231414,0.57024616,0.6859968,-0.8729875601922797
spiral,1.754047395790537,0.7922418,0.5540934,0.6729147,-0.9811893962729349
spiral,1.5953077573799768,0.78075886,0.54855275,0.68248284,-0.9575765889626141
spiral,1.4440571329377936,0.82952327,0.57415336,0.6590754,-0.8696421855600203
spiral,1.3582148093400426,0.8102981,0.5743786,0.68161136,-0.7679469998617319
spiral,1.5867622626831432,0.79428816,0.55110973,0.666827,-0.9302326420626548
spiral,1.9710351873175078,0.7706375,0.54202646,0.6618985,-1.1066208727520446
spiral,1.3556769214622806,0.81152576,0.568054,0.7003591,-0.7904518385837009
spiral,1.3749405860061823,0.80578226,0.572085,0.686629,-0.7863023142866573
spiral,1.7227951390057137,0.7623147,0.543786,0.67844594,-1.0188798335258997
spiral,1.3948087974486165,0.83394474,0.5788601,0.70058167,-0.7635281922775646
spiral,1.8627858246334952,0.76576716,0.5394683,0.6578803,-1.0464850874422251
spiral,1.3877192148450286,0.8205487,0.5751119,0.6927546,-0.7657227553452035
spiral,1.6275443134603764,0.7789967,0.5502776,0.6771164,-0.9637828797014727
spiral,1.400014066527306,0.8453708,0.583787,0.7013765,-0.7598770389913913
spiral,2.0094535765786308,0.7733586,0.5316931,0.6533002,-1.1705297868815574
spiral,1.4904013338577098,0.7962605,0.55462015,0.6561123,-0.8676670067402034
spiral,1.4046968568688438,0.82055116,0.57051283,0.6980696,-0.8202072103014608
spiral,1.3734332098037096,0.8242047,0.5806567,0.6998002,-0.8301578958877036
spiral,1.9938060163261841,0.7124852,0.5126501,0.6360704,-1.3248402899968288
spiral,1.526346038076976,0.7851464,0.5531867,0.67440075,-0.8439844534353108
spiral,1.6186155932140813,0.8161474,0.5686089,0.6814571,-0.9032339572965307
spiral,1.3205210788001296,0.81432366,0.5774641,0.69771683,-0.7867662593190821
spiral,1.401951662724537,0.81521004,0.5650623,0.69707906,-0.8400867288216656
spiral,2.098958509902675,0.7636155,0.527358,0.6402514,-1.2723224560779143
spiral,1.4764939056529398,0.7891699,0.55679613,0.6839709,-0.8674833549053
spiral,1.2680430454598888,0.7984904,0.5634936,0.68910193,-0.7884217987348585
spiral,1.3379348462711935,0.82418525,0.5689274,0.6836001,-0.8142553138750537
spiral,1.4037001666359925,0.7887695,0.56019646,0.6788007,-0.8763518125397998
spiral,1.5347422887837092,0.7873637,0.55692875,0.67710114,-0.8861430474449883
spiral,1.2772577228077553,0.83878595,0.5704564,0.6941067,-0.7617643258179557
spiral,1.7013758564674801,0.7958756,0.5588218,0.658256,-0.8864581924031114
spiral,1.4060003856769492,0.80764717,0.578156,0.6877141,-0.8102934667189627
spiral,1.6870466831678614,0.8211817,0.56360596,0.6634753,-1.0208166783843937
spiral,1.3255862803454146,0.80918795,0.5748923,0.6916361,-0.7456060938777958
spiral,1.3163722602272099,0.8100224,0.56678045,0.69160485,-0.8132138966665262
spiral,1.57339886985222,0.8348856,0.5636984,0.6902728,-0.9045796380623731
spiral,1.7368800195237042,0.7942664,0.54718304,0.66324085,-0.9697989453531364
spiral,1.3230860720487356,0.83171916,0.578256,0.6869705,-0.7955388708506487
spiral,1.2760679370923662,0.8098516,0.56522185,0.6923961,-0.7336462621706583
spiral,1.5001869103548642,0.7967405,0.5598465,0.6825768,-0.8468020368353273
spiral,1.4122175396940446,0.78263575,0.55988795,0.6669967,-0.7983617181560214
spiral,1.5132259145327467,0.8284624,0.57336307,0.684782,-0.8643102111144625
spiral,1.3519161667529722,0.80834085,0.57851285,0.6971854,-0.8021300048154971
spiral,1.608020584478726,0.7973803,0.55846,0.658839,-0.8817259193832121
spiral,1.8617939820491038,0.76848245,0.55297875,0.69057643,-1.004187844252782
spiral,1.5450507886133997,0.8050078,0.56231195,0.6791872,-0.8718791991379383
spiral,1.4889970461111104,0.81049687,0.5690743,0.6790348,-0.8320634690355525
spiral,1.3417531739978026,0.79076135,0.56515586,0.6864196,-0.8423994958069697
spiral,1.4518809931504137,0.82671934,0.5703781,0.6968819,-0.8742773647999851
spiral,1.2941356700712512,0.82370996,0.5711692,0.7015456,-0.7861010535194045
spiral,1.6030145713406805,0.77373797,0.5511954,0.67046016,-0.9001429191965328
spiral,1.8702205610079865,0.7868127,0.5492073,0.6596532,-1.0638191795661234
spiral,1.6304893317989513,0.7884258,0.55178475,0.66998136,-0.9712492646405653
spiral,1.4819992538783513,0.79205984,0.5650754,0.6744399,-0.7804263579611033
spiral,1.4835920594451177,0.8139765,0.56443566,0.69605625,-0.8951371045886567
spiral,2.055906325304162,0.78956175,0.5460543,0.66476893,-1.2506260924774302
spiral,1.5548935442150211,0.793297,0.57040596,0.67978406,-0.8788060145373366
spiral,1.6293162690900878,0.7873576,0.5556374,0.67511827,-0.9559143629588325
spiral,1.451221520137875,0.79412854,0.5561985,0.67955136,-0.8736336680120527
spiral,1.4380860904108836,0.79864013,0.5655012,0.6681681,-0.8520846970505741
spiral,1.444873596733214,0.8209142,0.5730022,0.67270714,-0.8225232965264648
spiral,1.4057540893440132,0.80946255,0.5687085,0.6910001,-0.7925340086793138
spiral,1.3729793048769752,0.78642654,0.5609554,0.6725982,-0.7875122990620126
spiral,1.5338158805653925,0.7777213,0.55698735,0.67233956,-0.8178623566279398
spiral,1.3261790704632734,0.80311465,0.5767652,0.69393086,-0.8015565485883663
spiral,1.6650169299079518,0.7947679,0.5510381,0.6707228,-0.9787971488819094
spiral,1.7327768834257755,0.76341707,0.5422616,0.6610502,-0.9958323032983594
spiral,1.3297740486065046,0.7746412,0.5659046,0.6851882,-0.7906122637318381
spiral,1.8731852566040392,0.779472,0.5408592,0.68039525,-1.0255239385020694
spiral,1.6319698711225807,0.7931755,0.55454725,0.6637377,-0.9685094459316953
spiral,1.6610381395574247,0.81923854,0.56779873,0.68584645,-0.9495942755887289
spiral,1.7629763349304985,0.7695091,0.5468851,0.64155936,-1.0043974218772644
spiral,1.673964360388368,0.7956942,0.56150377,0.68851256,-0.9202090950442922
spiral,1.9739882755052718,0.7519401,0.53581023,0.653448,-1.2436515913775228
spiral,1.4613030989602163,0.79234093,0.5616984,0.69026047,-0.8601202130572703
spiral,1.5343319332659338,0.7541823,0.5384916,0.6724696,-0.8355124755540914
spiral,1.5901246658006631,0.8041699,0.55895054,0.6661782,-0.8836347648860465
spiral,1.3059926721993296,0.80569136,0.5718368,0.6921633,-0.7529207505411556
spiral,1.4386505937410474,0.8182165,0.5692766,0.6801115,-0.795573317090581
spiral,1.3058050385198359,0.79762423,0.56255615,0.68440473,-0.7611794086478139
spiral,1.2947869265344498,0.7947181,0.5646036,0.68223107,-0.7824244134726598
spiral,1.4451691305614713,0.784844,0.56345624,0.6650241,-0.8437856678525238
spiral,1.4103294712322845,0.83322245,0.56527334,0.67876637,-0.8128722803061511
spiral,1.867668607469769,0.78631866,0.54799056,0.6896851,-1.11421287554781
spiral,1.6712968562268262,0.7839667,0.5569983,0.66311455,-0.9109680227705116
spiral,1.5475468073521492,0.78672004,0.5540842,0.66492444,-0.8382979848541733
spiral,1.8892443918211717,0.7778417,0.548751,0.6662022,-1.0993884920077692
spiral,1.5246784076414799,0.8114432,0.5648093,0.6904714,-0.9004834546726878
spiral,1.3938959533850346,0.810023,0.5740666,0.68777895,-0.8450470343044753
spiral,1.3460237816579326,0.79322004,0.561918,0.66769606,-0.7923191086057676
spiral,1.2840058016620421,0.8238375,0.5810689,0.68073183,-0.7812827509345424
spiral,1.8777202682594407,0.8077792,0.5584798,0.6780579,-1.0238959232809335
spiral,1.475049490180337,0.78344136,0.55984354,0.6660554,-0.8301075620806548
spiral,1.2704349188813493,0.8018155,0.5653937,0.6903814,-0.7326136894176406
spiral,1.4922129607269394,0.7752178,0.55247384,0.68606293,-0.828788276328594
spiral,1.9120837782610471,0.7861787,0.5614211,0.680727,-1.0902774809809717
spiral,1.4863633703925292,0.7858219,0.5574214,0.6823671,-0.820884232105369
spiral,1.9778498491942917,0.74981076,0.5220009,0.63812613,-1.1734530709997806
spiral,1.516067222435595,0.7964502,0.55905443,0.67830557,-0.8824976328340636
spiral,1.7298684872888446,0.7760069,0.5534565,0.66847867,-0.9483248430228706
spiral,1.31669654953149,0.81765,0.57921886,0.6827824,-0.7795595583812549
spiral,1.529809554601338,0.79766107,0.5624818,0.6728587,-0.8295297849129578
spiral,1.4076263468261336,0.7720389,0.5539679,0.67984104,-0.8319375452423858
spiral,2.0070010567253034,0.78466386,0.539827,0.6639402,-1.1707400990016943
spiral,2.1159849896493284,0.70985246,0.52560693,0.660867,-1.3909198468116681
spiral,1.3408586045517503,0.80029273,0.5596202,0.68747103,-0.7805797505264127
spiral,1.4427398446488793,0.81011945,0.56476307,0.68926036,-0.8389907809491285
spiral,1.4032946581097003,0.78094923,0.5539413,0.6839485,-0.8205655891293469
spiral,1.2829817654514983,0.8127249,0.5721073,0.68900985,-0.7421094680435716
spiral,1.810861364835985,0.79181033,0.5501049,0.6875763,-1.0178758289755563
spiral,1.7944943812471603,0.7783435,0.5460378,0.65967155,-1.0421137804614948
spiral,1.4009653060849452,0.80074316,0.56482655,0.6813954,-0.8396880306085205
spiral,1.3109213994018467,0.8022326,0.5747711,0.6902727,-0.756075751071822
spiral,1.4513994283106368,0.81905484,0.5683565,0.67127264,-0.8654557875301487
spiral,1.3008874493875364,0.83006454,0.56904954,0.6937767,-0.8073165114074883
spiral,1.3458737164593808,0.79924303,0.5696446,0.6815195,-0.7813711976133347
spiral,1.7944295485699566,0.7921667,0.5474452,0.6735065,-1.0745865333764848
spiral,1.5393714266234328,0.79952806,0.5667924,0.6658989,-0.8722095968722554
spiral,1.41317802872245,0.797824,0.57407117,0.6864662,-0.8091866047959043
spiral,1.3581057607475502,0.8106879,0.5683881,0.69766164,-0.80300460190586
spiral,1.2720364221766476,0.7821253,0.5565763,0.68480015,-0.7784489463769951
spiral,1.2723271261189784,0.8173456,0.56937295,0.6794293,-0.7784030494078069
spiral,1.821489315371936,0.77380186,0.5492034,0.6571553,-1.0294246398103295
spiral,1.735597307137399,0.78967804,0.5524414,0.67532414,-0.9242174531860401
spiral,1.3254657588705094,0.8098226,0.5634522,0.67287314,-0.7504338230954027
spiral,1.8410790002745567,0.76993644,0.5328997,0.6321628,-1.0941806078850544
spiral,1.7871700148137841,0.76107943,0.5437115,0.65853614,-1.0639771694923483
spiral,1.4606350993764066,0.8055658,0.5613063,0.67218626,-0.79426230285457
spiral,1.4603907149797737,0.79778165,0.5658337,0.6721711,-0.8865226409455815
spiral,1.3827412549716591,0.80841327,0.565235,0.68008304,-0.7739686302016632
spiral,1.3853966334332841,0.8334745,0.57525516,0.68615705,-0.7874014551803493
spiral,1.6436265456422763,0.7874142,0.5552769,0.675401,-0.9445361038996563
spiral,1.5894187755823004,0.80042154,0.5606329,0.6761123,-0.892041512941146
spiral,1.4288288691964943,0.8069202,0.5602728,0.684395,-0.8165656992730388
spiral,1.5392665369812761,0.7805201,0.55051214,0.66803926,-0.9119478996904683
spiral,1.7164011462915632,0.7920614,0.5569011,0.67204535,-1.0017069136487942
spiral,1.5942393657762075,0.80210567,0.5620084,0.667065,-0.9050871718570488
spiral,1.7558884503705379,0.78500134,0.5476107,0.6729032,-0.982380125037932
spiral,1.5667675073916507,0.8025952,0.5562276,0.6874284,-0.9022223961594137
spiral,1.93280551510331,0.7766312,0.5495427,0.6831691,-1.0897533967245414
spiral,1.842562637461902,0.79347175,0.55344343,0.6700939,-1.039083095715074
spiral,1.7330923935553522,0.78175646,0.55949044,0.6580763,-1.0187979265453089
spiral,1.9955012763582902,0.7771092,0.54440314,0.6903171,-1.0899112470302175
spiral,1.4613868712238889,0.83087015,0.56671387,0.675655,-0.8101387387818777
spiral,1.5015201538080785,0.79423064,0.5596858,0.65025854,-0.9207515725582806
spiral,1.322743612836195,0.840938,0.5724875,0.69199955,-0.7967091784132714
spiral,1.5181895746034293,0.8021739,0.5621113,0.6599588,-0.8622555589948273
spiral,1.4321539538750152,0.8376385,0.573315,0.6900151,-0.8018865181342613
spiral,1.4268227756706762,0.81082255,0.57033306,0.6844549,-0.8494441685994483
spiral,1.4263048377481389,0.79316473,0.55114627,0.66921973,-0.7758186388040036
spiral,1.746009939229161,0.8012433,0.5500813,0.6751908,-0.9747390059248495
spiral,1.6124717514061573,0.78606635,0.55208457,0.67611754,-0.92831842300402
spiral,1.5910056550279053,0.79174554,0.5600022,0.6834853,-0.8941016050465405
spiral,1.7938371023373543,0.7920046,0.5493855,0.66999245,-1.0886528856487698
spiral,1.3055680112133639,0.8176007,0.567979,0.693553,-0.8285636807438052
spiral,1.8740737850642097,0.76584464,0.5440767,0.6880604,-1.160348476077197
spiral,1.5958164789427993,0.77497876,0.55575365,0.6871728,-0.8786952806603436
spiral,1.643939735545807,0.80394757,0.5578247,0.6763941,-0.9079127046371525
spiral,1.2922117283541779,0.8281975,0.5707982,0.68823445,-0.7779729321582525
spiral,1.741573350145419,0.7808955,0.54117745,0.65438926,-0.9563929364579153
spiral,1.4838716418732447,0.7890794,0.55795556,0.6661701,-0.8290200736051531
spiral,1.4163715987313137,0.81748956,0.5698563,0.67342615,-0.8586851885123248
spiral,1.4272775397228883,0.80585545,0.55762994,0.68055534,-0.8403233372943961
spiral,1.5417281695132874,0.81052893,0.5622623,0.67798847,-0.8655553456077582
spiral,1.3108356940889643,0.8092605,0.5710746,0.68894815,-0.8086943358316122
spiral,1.7002653839173076,0.8209364,0.5522968,0.6631736,-0.9360561529410373
spiral,1.444760119951032,0.79885304,0.5573145,0.6723025,-0.8393981377058493
spiral,1.5442259998483183,0.7854502,0.56085443,0.68775266,-0.8021514309815592
spiral,1.239782423306996,0.8320341,0.5761544,0.6862574,-0.7827758105331545
spiral,1.483463826718474,0.8132239,0.5620243,0.6776868,-0.86417008625668
spiral,1.5451640641379616,0.8058654,0.5541749,0.6608633,-0.841976833709897
spiral,1.7189544333173905,0.79546446,0.56328386,0.6885582,-1.0101345862122755
spiral,1.987261571624994,0.73408884,0.51839197,0.6312574,-1.2927626799015919
spiral,1.5161755039194498,0.8011664,0.55503255,0.6888089,-0.8557073526205857
spiral,1.26939097827118,0.82166237,0.5755749,0.7010652,-0.7701007215614827
spiral,1.6459036095526711,0.77967894,0.5503881,0.6417705,-0.9370113460053235
spiral,1.4396623054312334,0.7921484,0.56969684,0.69690585,-0.8319426345682202
spiral,2.076236119538625,0.7166818,0.4999611,0.6201107,-1.31907619188298
spiral,1.3038241131504613,0.7987093,0.56912243,0.6935499,-0.7783548697734249
spiral,1.8298856430741381,0.76022404,0.5391763,0.6561411,-1.019592779745929
spiral,1.3583773286035812,0.8083805,0.56077594,0.6777009,-0.7783725161008969
spiral,1.4810337391919723,0.7892505,0.5500617,0.6782417,-0.810103360353432
spiral,1.3911548301086454,0.8002313,0.56834114,0.6784655,-0.8277302596858512
spiral,1.5171920753799653,0.81692123,0.57543457,0.6934222,-0.8783123377537023
spiral,1.5763870909151083,0.7794309,0.5440871,0.6877006,-0.8722883986512342
spiral,1.293298328997429,0.80983293,0.56663895,0.69296396,-0.813464978168136
spiral,1.7480988606423828,0.8193559,0.5559346,0.6790583,-1.0185019436725893
spiral,1.8669636494782522,0.76563334,0.5474569,0.6482903,-1.0519155558114344
spiral,1.569345931044781,0.8186705,0.5701291,0.67590916,-0.9098315253518745
spiral,1.627933024985739,0.7898799,0.5476701,0.6576679,-0.9651510262940836
spiral,1.3841859444071092,0.814859,0.5646041,0.6940279,-0.810706892968521
spiral,1.7278358977182375,0.786383,0.55282533,0.66607374,-1.0130048703130023
spiral,1.448237840000273,0.8046873,0.5602212,0.6730614,-0.8051750251323425
spiral,1.63028276283125,0.79414505,0.5559893,0.6722076,-0.8382725385494304
spiral,1.279701559855987,0.79133326,0.5656443,0.6894535,-0.7803551670816623
spiral,1.5672355699545646,0.7765575,0.55769014,0.65506184,-0.8732547716281576
spiral,1.500724869426186,0.80455035,0.5643285,0.69048727,-0.8789308378869479
spiral,1.4929589231003386,0.8103839,0.5566909,0.6767376,-0.819782946355483
spiral,1.3426792436203674,0.8136098,0.56557095,0.69508284,-0.8392758140192121
spiral,1.3172112032911956,0.83148986,0.5732432,0.69668496,-0.7469298735637578
spiral,1.6100101059765313,0.79609287,0.55835366,0.6700573,-0.8971305674932367
spiral,1.3830597119606167,0.80139524,0.5629158,0.68873405,-0.8613089028747829
spiral,1.5527251017481611,0.79371405,0.560843,0.68004394,-0.9434387308955621
spiral,1.7081659855726334,0.7825337,0.5632132,0.68921053,-1.0061054935901022
spiral,1.6230630641796435,0.7957137,0.5539956,0.68822205,-0.9375432657608448
spiral,1.3924837929198894,0.8126478,0.57355034,0.68849516,-0.8186365300786133
spiral,1.3639822148510086,0.8163983,0.5877562,0.69568837,-0.761517867708182
spiral,1.392755499146483,0.7793138,0.5594059,0.6889609,-0.85349101027881
spiral,1.4726620501114283,0.8146988,0.5777944,0.69581145,-0.828868556060829
spiral,1.5678515700913982,0.81676906,0.5727359,0.689726,-0.8717845883838998
spiral,1.2139361777403581,0.8271778,0.5792833,0.69523954,-0.7716314880140135
spiral,1.5437493978799197,0.77764237,0.5575248,0.66397023,-0.8883347567173245
spiral,1.3004604174586476,0.80308187,0.5658161,0.67136085,-0.8003179008748712
spiral,1.8020232619542609,0.7767833,0.54966354,0.6359419,-1.0681902354683916
spiral,1.3529315808928182,0.80897266,0.56569636,0.6774266,-0.7831318032822275
spiral,1.543117297546597,0.8003493,0.56510097,0.6602151,-0.8169563324186945
spiral,1.3422660010608283,0.80779797,0.56485146,0.696164,-0.8123529153372595
spiral,1.3065225847608946,0.8034465,0.5662993,0.68813163,-0.7851601114415575
spiral,1.5244938711317322,0.8089942,0.57084155,0.6812657,-0.8605261012470194
spiral,1.5081323244853233,0.8108729,0.5586177,0.65072954,-0.8564642548310417
spiral,1.4575988070617087,0.81158495,0.57574415,0.674505,-0.8420041876747029
spiral,1.6191760889410431,0.7936018,0.55267966,0.65933394,-0.9796447910857391
spiral,1.3411852841087502,0.82642627,0.5782675,0.6972841,-0.7540364372148911
spiral,1.9193011543009493,0.7589786,0.5426553,0.6717973,-1.0721504625086862
spiral,1.5980727128046814,0.79298747,0.5573558,0.6669188,-0.8807021488059649
spiral,1.6698158836975416,0.7951272,0.55381685,0.66583073,-0.9368738678021478
spiral,1.536212987845373,0.8155452,0.56493866,0.687212,-0.8687236051191273
spiral,1.5472223192875951,0.8087561,0.5597532,0.6715027,-0.8536355500428223
spiral,1.38267861592249,0.78749526,0.55970836,0.68946123,-0.8166463960473864
spiral,1.5243787700932507,0.8240141,0.55854404,0.69387007,-0.8945652958915626
spiral,1.4133791714458257,0.79459405,0.5629911,0.67791927,-0.8204257950254733
spiral,1.5660955838624373,0.7954871,0.5510467,0.69783753,-0.9070196667410964
spiral,1.3561633065062821,0.84419084,0.57012135,0.6826775,-0.7467906929791323
spiral,1.8792823103219698,0.7686048,0.54282945,0.64577293,-1.0664922568549873
spiral,1.4583589314142142,0.7897032,0.56226367,0.6847923,-0.8498043055120258
spiral,1.3055804050142683,0.8345188,0.5691176,0.6735549,-0.7851714355874814
spiral,1.3164770302563091,0.8233226,0.5776435,0.6964793,-0.7779471716599822
spiral,1.866995870960966,0.76469177,0.5295744,0.67230916,-1.0898109407360166
spiral,1.5235418881607186,0.78186727,0.56115234,0.6707591,-0.8881374966008183
spiral,2.0614230560162805,0.78022265,0.536646,0.6695631,-1.1898050855338331
spiral,1.3860987689873578,0.8165976,0.572759,0.68763256,-0.7859969480127955
spiral,1.7856139275301182,0.757583,0.5442263,0.66127676,-0.9954449345553831
spiral,1.5976463078500436,0.82832557,0.57066965,0.66408044,-0.8261412914715401
spiral,1.6730955409962924,0.7844578,0.5488865,0.6670003,-0.9069182483686554
spiral,1.5663086513489934,0.79514474,0.55581677,0.7012385,-0.8933016952418612
spiral,1.4382159887155577,0.7851401,0.55731416,0.6831988,-0.7515215433362782
spiral,1.6070632319946774,0.79042315,0.5604438,0.6559354,-0.8761894175070721
spiral,1.6247881076422968,0.796471,0.5609375,0.68970317,-0.8974985757291389
spiral,1.388118339789709,0.7945069,0.5620485,0.6754651,-0.7915118958365325
spiral,1.652956234606978,0.8030396,0.56442654,0.678335,-0.9127018252793865
spiral,1.869523826278224,0.76210815,0.5456139,0.6650249,-1.1271503016388853
spiral,1.805100340695056,0.7690383,0.5338789,0.6480143,-1.055999968972307
spiral,1.5791451889862527,0.8207935,0.57118464,0.7090939,-0.8752829398218795
spiral,1.76222846786701,0.80537677,0.551068,0.6782229,-1.0013024351587207
spiral,2.073823366494806,0.74346304,0.520211,0.64554554,-1.2848530087916743
spiral,1.3775216768836627,0.81445676,0.57077426,0.6837674,-0.8134483788809187
spiral,1.4334776346413267,0.7982733,0.565441,0.67415524,-0.8115303685408976
spiral,1.4762156416096675,0.7740277,0.55853325,0.6799642,-0.8380451873445722
spiral,1.3638636719286024,0.8333226,0.5791242,0.68724144,-0.8054724238864266
spiral,1.694841080089101,0.7928858,0.55323946,0.66259086,-0.9356482854383212
spiral,1.3837736303172417,0.81375074,0.5651143,0.68367624,-0.8229692884192511
spiral,1.6032864961240652,0.80460966,0.5690328,0.69166607,-0.961807210605764
spiral,1.429204631920995,0.8046104,0.55948997,0.67879266,-0.8249680897977948
spiral,1.4585063381709176,0.79977876,0.5603856,0.66961217,-0.8413175874836037
spiral,1.5774278037026135,0.7958406,0.56062317,0.66525596,-0.9073464511888464
spiral,1.7328172391477041,0.7912371,0.5588379,0.70462227,-1.057921696357107
spiral,1.237276708861657,0.7878397,0.5636384,0.69740856,-0.7769803168501612
spiral,1.3532474436608166,0.8198374,0.5794012,0.6815387,-0.796616816007065
spiral,1.2368425426059744,0.8180508,0.5798324,0.69211876,-0.7556048378901447
spiral,1.3353365636024406,0.8173717,0.5650505,0.6862308,-0.7778988633903153
spiral,1.6847893990273222,0.78772646,0.55576736,0.65420747,-0.9542610417890632
spiral,1.3315167683820073,0.8242931,0.5722519,0.70196986,-0.7720696625951949
spiral,1.270781355505771,0.7924424,0.5704543,0.67166555,-0.8316901862562405
spiral,1.1948476165875224,0.806818,0.5740697,0.70318377,-0.7352678845818683
spiral,1.8352884128198639,0.78337824,0.5467839,0.6629553,-1.136082570582792
spiral,1.4140685751887343,0.7951968,0.5527471,0.6747905,-0.8091015024099097
spiral,1.3764007618533318,0.8201411,0.571658,0.69812477,-0.8495841628080589
spiral,1.3523329785562468,0.82045937,0.5659067,0.6742357,-0.7554516323654916
spiral,1.7671401077940385,0.7948555,0.55186987,0.65099144,-0.9896791399253767
spiral,1.4826526694588495,0.79657316,0.5584459,0.6869271,-0.8262839783177977
spiral,1.3045587499786457,0.83670527,0.57968086,0.6943393,-0.7915189284262588
spiral,1.4719510012525934,0.8131998,0.5676922,0.69059956,-0.793084449180463
spiral,1.5959013868987202,0.7746744,0.56344104,0.68335783,-0.8827683610799194
spiral,1.3866974389601827,0.8187531,0.5804944,0.6925942,-0.854886037910685
spiral,1.8256528613883158,0.77574295,0.5482868,0.65324926,-1.0827892542351012
spiral,1.403259888192626,0.80857307,0.5650437,0.69089854,-0.8481615719290215
spiral,1.3577161237449509,0.8103372,0.5676809,0.6849524,-0.8041565289635688
spiral,1.5634695685135334,0.7943039,0.5668267,0.66531885,-0.8596011814428768
spiral,1.4062815018188246,0.8054636,0.56611645,0.68994176,-0.8297715947940452
spiral,1.247781188107909,0.8073416,0.571559,0.71033645,-0.7932843471346328
spiral,1.8980046471452097,0.7761127,0.526803,0.64950836,-1.1556672149510956
spiral,1.5032098752602232,0.79659814,0.56270313,0.67851126,-0.8512757075908854
spiral,1.4095928261154698,0.81192714,0.56233436,0.6903032,-0.825117701656847
spiral,1.3589317950679485,0.8160332,0.5660874,0.6956068,-0.787971346812842
spiral,1.8988664553233972,0.7819572,0.5463257,0.6781878,-1.0242733575136371
spiral,1.7619258129812696,0.80486923,0.55052775,0.6787294,-1.015681270231498
spiral,1.4775411694347305,0.80320483,0.56046486,0.6770928,-0.8279035653096577
spiral,1.895181877582767,0.77063006,0.55288404,0.67994714,-1.0607344408244341
spiral,1.65832970294403,0.7843354,0.5477099,0.6462629,-0.9463627711141052
spiral,1.3787116934787378,0.78526914,0.55601025,0.67821574,-0.7802655343150586
spiral,1.2739357608862538,0.82719076,0.5739342,0.69943964,-0.7972711313659965
spiral,1.7792998041624712,0.7755745,0.54778063,0.64325476,-0.9844022692411918
spiral,1.5029536370810073,0.8138111,0.56952983,0.68438584,-0.808822971291631
spiral,1.3415074483610412,0.81698114,0.5698216,0.6971401,-0.7893278319965121
spiral,1.5116463656184422,0.805242,0.5606138,0.68551946,-0.9122320970922216
spiral,1.2953380488812838,0.8260727,0.5764778,0.69691443,-0.7853075761358291
spiral,1.7111051596167939,0.7852019,0.5578294,0.6748338,-0.9694237151550585
spiral,1.7387326920821207,0.766574,0.5322499,0.6552325,-0.9986174730539973
spiral,1.6203163544714756,0.8116972,0.56251955,0.6622342,-0.8809454950995583
spiral,1.2469605179873795,0.83286774,0.5816183,0.69007653,-0.7400870588170331
spiral,2.0413579160728785,0.77108747,0.53238124,0.6621319,-1.1804115169073175
spiral,1.514194122183659,0.7903083,0.5633529,0.68309045,-0.857689707320115
spiral,1.396900840127894,0.80331475,0.5750198,0.67773044,-0.8191331815471118
spiral,1.8946328456442987,0.7868276,0.5511399,0.6727481,-1.116294760438508
spiral,1.7044124035678192,0.77863145,0.54249996,0.6468462,-0.9624333190182436
spiral,1.4898054453171534,0.80545145,0.568434,0.6708457,-0.8324750025761338
spiral,1.885082500624209,0.79223746,0.5464689,0.6413778,-1.1115453968946014
spiral,2.1068235952453813,0.74116755,0.52114147,0.65151155,-1.3049281142563418
spiral,1.6284515383618248,0.7910147,0.56198454,0.680496,-0.9711152864238859
spiral,1.5063139916029882,0.82245576,0.5653521,0.68785995,-0.8437487335781123
spiral,1.5384017518905333,0.80871737,0.56620973,0.6886687,-0.9481947214750526
spiral,1.5414438777978257,0.81991196,0.5682887,0.69468975,-0.901190632139281
